path	bytes	sha256	descriptor	provenance
assets/audio/harvest/music_clearing_day_loop.wav	16135724	ea580373a64695f7f1ab9641105d8dd1f671e6296b15693afb24b4c40b783ff1	-	assets/audio/harvest/SOURCES.md
assets/audio/harvest/music_clearing_night_loop.wav	16622232	1bdbc16443c349294bbf35d47ba04694c7dac3961f15249452a6aeeb53363e21	-	assets/audio/harvest/SOURCES.md
assets/audio/harvest/music_clearing_rain_loop.wav	15910028	3ace55de1260adc7d2b719a9cdd49c9ce4fe7e5034a16b3803fd6dfa59fa1bdb	-	assets/audio/harvest/SOURCES.md
assets/audio/harvest/shipping_drop.wav	124844	32fafa06c7fe42fd247dacfe901087765795c34981204830d09942273f9e5e76	-	assets/audio/harvest/SOURCES.md
assets/audio/harvest/water_pour.wav	139002	3198a0c2de36633ef2cc77b962689d51529af9ae6012e6301e9fee632109a87f	-	assets/audio/harvest/SOURCES.md
assets/audio/heavy_contact.wav	79458	0836860e60a9f3a874205f6b1c4a74f36a76451e4a00d82fc2adc37fd9c15c1e	-	assets/audio/SOURCES.md
assets/audio/heavy_gait.wav	44232	f2fb2832c0ccfeccd433f632eae0897a821b5a94301e22002bfced8f6cdbe9f1	-	assets/audio/SOURCES.md
assets/audio/impact_contact.wav	115278	39807965ca2ad3bd657e2d31fdc4ae3716e33babc3f9af25eaed3bb4da098b67	-	assets/audio/SOURCES.md
assets/audio/relay_complete.wav	49296	005bc9a4c7087a6fb5afc4dbd4e07794081e0550f94ab081bd68aa203bdc0447	-	assets/audio/SOURCES.md
assets/audio/servo_engage.wav	41532	c31c5a1668458630d619eca7168241fd758b0deb9d4a5a23da03e219d2d25729	-	assets/audio/SOURCES.md
assets/audio/smash_swing.wav	119148	cf69d4e7c0882cd3a1175fb79b89ceeff7dce8723035949fb7d35326548c6b43	-	assets/audio/SOURCES.md
assets/audio/stone_break.wav	60054	4f476d7b70f2c74878d1e3d0398745eb6504aadc96ca83895dda2dbd2ea9e5f1	-	assets/audio/SOURCES.md
assets/audio/surface_step.wav	26538	384ca6331801e32a7ae1febbc5470427228d0b1f55628ebe361e888354043860	-	assets/audio/SOURCES.md
assets/audio/ui_begin.wav	90318	b03d894ecf07c240ad7f91348ea79c1c1486bb85f2f9186dc76e3c1dee08e7b6	-	assets/audio/SOURCES.md
assets/audio/ui_click.wav	134478	c9251499838c033882eb65cc8bebf3b7aa54ff1f1726f6c0668dadb6d46adac5	-	assets/audio/SOURCES.md
assets/audio/ui_hover.wav	99918	b002b98a4ddc92eeb1aba4c63440703e03a6663a1033f6c642d8922f3be8cdf1	-	assets/audio/SOURCES.md
assets/audio/ui_start_click.wav	249678	61388f1daf500e39f14902d9b8485ff2b29c326496979b86b58aac6453a0140f	-	assets/audio/SOURCES.md
assets/audio/weather/weather_desert_glasswind.wav	768044	409d58cc0a1ac807fc19e711ea5168250cc02f8fc5a3ef963d3fb2f592299818	-	assets/audio/SOURCES.md
assets/audio/weather/weather_frozen_whiteout.wav	768044	9bdae6d7f88eb133e5b1b79ca90c996ffc791552d88b3b249215dbbfb4e29d52	-	assets/audio/SOURCES.md
assets/audio/weather/weather_volcanic_ashfall.wav	768044	4fc6a3f6030140831661b024b058a0c56e4a5f74cda1fc00ee43940655d01e95	-	assets/audio/SOURCES.md
assets/audio/weather/weather_wetland_reedrain.wav	768044	a9c5cae6482e13da601fec402a3927a25ef0ecf7d23f9402fb8bdb8c7dbf529b	-	assets/audio/SOURCES.md
assets/audio/wet_wood_break.wav	68874	c8ac8bb42eddfda71a4cf19b4949ee9b18f2d53154156917dc33fbcb62ff79ae	-	assets/audio/SOURCES.md
assets/crops/crop_coilbean_stages.png	186953	0a49b0864335f295344334503939a7594a548783afb73bf699aa957d1a573a89	1024x256:RGBA	assets/crops/SOURCES.md
assets/crops/crop_glowroot_stages.png	174739	dc46095ed3f9b3f9bc41595b0e0735c848603bf3453575887b9a80fac6908401	1024x256:RGBA	assets/crops/SOURCES.md
assets/crops/crop_ironturnip_stages.png	139140	ae0376d025bb6a0397ebcfc09adaf5909bef1761f8e89c306d15c5e31e302d40	1024x256:RGBA	assets/crops/SOURCES.md
assets/crops/crop_rainleaf_stages.png	213713	5215ca1b4ada620015a8161c4ac9f04cf6e6de08d27d803c6aa1ad76c552d002	1024x256:RGBA	assets/crops/SOURCES.md
assets/crops/crop_starbloom_stages.png	165664	6d0fef55a8e3700b2559e7149080bb81aa1fd1c81c0981911eafbd74bacfd369	1024x256:RGBA	assets/crops/SOURCES.md
assets/crops/crop_sunpod_stages.png	123759	e352e2afa3823c2e9a524ce7cab0eb72f717bb2be5e56197e47cfabe655b5fae	1024x256:RGBA	assets/crops/SOURCES.md
assets/destructibles/desert_ironstone_outcrop.png	63216	028bbc2dd9268e9406a145849738f6ce37dea11b0344366dd62d90feb6bd95ed	256x256:RGBA	assets/destructibles/SOURCES.md
assets/destructibles/desert_sandstone_cluster.png	64584	2ac922ecbdcf25df328e09361e10ae5c0e112aebd7f4d91eb4f99dea25ed0a2e	256x256:RGBA	assets/destructibles/SOURCES.md
assets/destructibles/frozen_pine.png	93864	236ad6331014b27d74f5de3f138cf106ba179248d0f8f67aa835e82972990637	256x256:RGBA	assets/destructibles/SOURCES.md
assets/destructibles/frozen_snow_rock.png	90158	0752bb790e7e73f4dd9234d9bbc16a5f030855bf59b6aca4e701f6f39f2afc4e	256x256:RGBA	assets/destructibles/SOURCES.md
assets/destructibles/lava_basalt_chimney.png	88889	0d2574da96578ee6ab97f2cd98cde904551ffd0d231105f71a116a2e7f7b3ba0	256x256:RGBA	assets/destructibles/SOURCES.md
assets/destructibles/lava_obsidian_cluster.png	87003	e14eb079bc66ae1ef650c1644f6aa9a41ea7f1cce0e7b612f04c83a0e16e34f3	256x256:RGBA	assets/destructibles/SOURCES.md
assets/destructibles/wetland_mangrove.png	71879	f8eb8788315037c50a81747b733fd150339b113b225c1a37bf3f430af62c0409	256x256:RGBA	assets/destructibles/SOURCES.md
assets/destructibles/wetland_stump.png	76283	6ceb690dbda2099678530506a456534296ef6522666b9aae0698ffc1c5615df1	256x256:RGBA	assets/destructibles/SOURCES.md
assets/enemies/cinder_crawler.png	288131	4c0b01e47c9c507a981e7ebea7ef2e9bef9e1dedd909d4e9be07fd102d5af526	512x512:RGBA	assets/enemies/SOURCES.md
assets/enemies/kilnheart/kilnheart_attack.png	320045	eadc26306a0bac3b24156dfd1186dbeb68d192cbc14fb6f128cb07edaa461f76	512x512:RGBA	assets/enemies/SOURCES.md
assets/enemies/kilnheart/kilnheart_broken.png	314225	71dcc0c628cd21f07585172c90f77182d9f4678d4bd040f466c995e508d9f580	512x512:RGBA	assets/enemies/SOURCES.md
assets/enemies/kilnheart/kilnheart_cracked.png	308585	894291bb7cce22672281b0d1c208a58afd6d278793b0e4cca4960709365c375e	512x512:RGBA	assets/enemies/SOURCES.md
assets/enemies/kilnheart/kilnheart_defeat.png	277925	026a4024dbaad2b6ec4d156c05de12f3c6432f57635581f9a1d1e4ef5fe88144	512x512:RGBA	assets/enemies/SOURCES.md
assets/enemies/kilnheart/kilnheart_idle.png	256716	33ce02ebcce17f025d1e942faed72a900cd0af864031b969610f76c5c2feaf36	512x512:RGBA	assets/enemies/SOURCES.md
assets/enemies/kilnheart/kilnheart_walk_a.png	307009	b7f997914c997cca7a6b3bdba174978e35eea552e93af45dd31f9a8a598ba6bd	512x512:RGBA	assets/enemies/SOURCES.md
assets/enemies/kilnheart/kilnheart_walk_b.png	322930	615ffbd42258760ad10b78ed95cdc95b13a884a42d422b7eeb8e6166804cb893	512x512:RGBA	assets/enemies/SOURCES.md
assets/enemies/kilnheart/kilnheart_windup.png	292513	af4fcddc85670c1eec88644d12c575120430a5a9f3d956a47b585f04c2529ec1	512x512:RGBA	assets/enemies/SOURCES.md
assets/enemies/mud_skimmer.png	189781	70586b8d9c32f51aa05f045c977fe1476db0023ea2f8d857874a9c5bfdf898ec	512x512:RGBA	assets/enemies/SOURCES.md
assets/enemies/rime_stalker.png	299001	d271094736e97c6e5dc9cb674105806cf24a9a76f0d31b63d76e47a4ccc73ce5	512x512:RGBA	assets/enemies/SOURCES.md
assets/enemies/sandworm/ironjaw_apex_body.png	320397	e0d917d5ce0c3c5da7d3354179461f39fdb83f43eea11c7b86dcc44905df329d	512x512:RGBA	assets/enemies/SOURCES.md
assets/enemies/sandworm/ironjaw_apex_body_broken.png	348547	0e2d6642108e93eb067310b9c4bcf3505a3b11f0d7a5f88c915c56dfe77bc96e	512x512:RGBA	assets/enemies/SOURCES.md
assets/enemies/sandworm/ironjaw_apex_body_cracked.png	367158	2d81e9b63e64187888aa0c400dec83e1706739de910abecd99b209cef0b17d8d	512x512:RGBA	assets/enemies/SOURCES.md
assets/enemies/sandworm/ironjaw_apex_head.png	336672	e22ec0e4e496eb6bc9d73ee393bc2e149972bee8db5149fb71395a54eb1f26f2	512x512:RGBA	assets/enemies/SOURCES.md
assets/enemies/sandworm/ironjaw_apex_head_broken.png	384466	537dc176c0602e95bf7fd29f1ee51320522626108dd1d68bc6217542c0a686d9	512x512:RGBA	assets/enemies/SOURCES.md
assets/enemies/sandworm/ironjaw_apex_head_cracked.png	335475	1d96af8675e971b6db802bb24ece56ac27398dccb910f5d9f1efc2cb3386e810	512x512:RGBA	assets/enemies/SOURCES.md
assets/enemies/sandworm/ironjaw_apex_tail.png	204786	267efe6223f56e96b2047c4ceba17f053ba6c6e4145b8ae3d344973ff85ce63c	512x512:RGBA	assets/enemies/SOURCES.md
assets/enemies/sandworm/ironjaw_burrow_01.png	125350	756bcda1a633698ad56d4607396dcb3ffa4aec068cab74bc454cd3e272bc6cd8	512x512:RGBA	assets/enemies/SOURCES.md
assets/enemies/sandworm/ironjaw_burrow_02.png	262100	6741db9ab50502da42ec2777586700e7ab9274a195191b4d529bbf7cc12cfa76	512x512:RGBA	assets/enemies/SOURCES.md
assets/enemies/sandworm/ironjaw_burrow_03.png	387335	91e170467eca48dc8f485206d6bd682c76811908d938192ead7c274830d92ff3	512x512:RGBA	assets/enemies/SOURCES.md
assets/enemies/sandworm/ironjaw_dune_burrower_body.png	253358	88083032d23a23337cd6ec24a53117af7d2e8d879ba1c44983fc408b2f5254a7	512x512:RGBA	assets/enemies/SOURCES.md
assets/enemies/sandworm/ironjaw_dune_burrower_head.png	270114	8787bfb2133230d743db49e4f3aa359253e992bd8c4a8a0b3b53a1c38971e82e	512x512:RGBA	assets/enemies/SOURCES.md
assets/enemies/sandworm/ironjaw_dune_burrower_tail.png	192211	91eea848cda7b9b43949c6bcee8def3b822874f162d0d57522dcf176623459f8	512x512:RGBA	assets/enemies/SOURCES.md
assets/enemies/tiny_mobs/ember_skitter.png	324011	38ee320b8ef4eed725d6309064d06ea780a12b9aae6f4415fc2ca5b13e146cf2	512x512:RGBA	assets/enemies/SOURCES.md
assets/enemies/tiny_mobs/glassback_scarab.png	278829	fc9124893366d4611a8b7e8a012634923d732d8e672c295dcade8a622be77447	512x512:RGBA	assets/enemies/SOURCES.md
assets/enemies/tiny_mobs/mire_tick.png	253272	cbbe4f7220dc1c8fa5155defeb2e4ea347f1ac512eddaf2a98c9afb67ed6e777	512x512:RGBA	assets/enemies/SOURCES.md
assets/enemies/tiny_mobs/rime_shardling.png	272646	0ecd5851dd592926e2618405b89d57a9ccacc68cb2ca6852d7a4c9b57240f96c	512x512:RGBA	assets/enemies/SOURCES.md
assets/facilities/facility_clinic_kitchen.png	81997	618645168cb67eec4d26af88fcb6bdcfeac8605dc4dfe6c533224148c9176e06	256x256:RGBA	assets/facilities/SOURCES.md
assets/facilities/facility_greenhouse.png	101475	9e011c2cc3eecf69771e9369934fa6c78539ecf4aa792cfa04fc6bb5faba9b89	256x256:RGBA	assets/facilities/SOURCES.md
assets/facilities/facility_home.png	92698	c03e9f5c0f3cffebe15ce7eea149bdc3ac03bc929d5abf16f5ec5222dde2cc61	256x256:RGBA	assets/facilities/SOURCES.md
assets/facilities/facility_workshop.png	101983	17e737980368e08c7ecc79284f47f26a38027719812d3491ee9b20e217593850	256x256:RGBA	assets/facilities/SOURCES.md
assets/fauna/dune_grazer.png	283940	1fd36ffd9de184abe317dd06fa583bb7ab8639b0bb0abbd7d0a2f0b116e472f6	512x512:RGBA	assets/fauna/SOURCES.md
assets/fauna/ember_ram.png	281088	b22475917d6b1a049cd2c2aacd8917a575218860e04dfb9999dbd9117e9e3b9e	512x512:RGBA	assets/fauna/SOURCES.md
assets/fauna/reedback.png	282816	80d4766a20f075b5f7dbbfdaa7d030d1d9ecfadd775917a2ffce88fa97f96d04	512x512:RGBA	assets/fauna/SOURCES.md
assets/fauna/rimehorn.png	339261	31ff349c174eef9220909eacddf90e9ee933130e18960f554a4a76b68fb4ecd6	512x512:RGBA	assets/fauna/SOURCES.md
assets/fishing/fish_glasslamp_eel.png	33989	d0138813beb5934ee82d0b359c66a91283f3b907b4fb109cd38a3e43e5e2ca42	320x192:RGBA	assets/settlement/P10_SOURCES.md
assets/fishing/fish_mossback_carp.png	88391	77f88299e0f620485b22f66eb61966446bbb5cb244bf1917037fea63a8c56e35	320x192:RGBA	assets/settlement/P10_SOURCES.md
assets/fishing/fish_relay_minnow.png	55529	c677b51a70069964b49b20430d6c2162ba2fe1f76c376fbb4608347bfe50dabc	320x192:RGBA	assets/settlement/P10_SOURCES.md
assets/fishing/fish_rustfin_perch.png	84232	acecd8dc48c1d3f12864fd26d1a75b74e0fff4362cc75aa1c0e36f482384fbd3	320x192:RGBA	assets/settlement/P10_SOURCES.md
assets/flora/flora_brambleberry_stages.png	240341	f0f25ef5f57e9e753776de7ade74580562342610c020279158402cec580bac27	1024x256:RGBA	assets/flora/SOURCES.md
assets/flora/flora_cotton_stages.png	161210	3d4d41b74d79ca6ba2a07262022a0f35409d415adcbc2cfb6ef4cb0901aea204	1024x256:RGBA	assets/flora/SOURCES.md
assets/flora/flora_starflower_stages.png	160023	66d52111a70ee7976f4500d8febc80aa629574f55acba1564b514a91c77c236b	1024x256:RGBA	assets/flora/SOURCES.md
assets/flora/flora_sunpear_stages.png	214391	795bf747e4d03e36696a6d158f56bce3649ce6636df6bd864131b9b600fbf877	1024x256:RGBA	assets/flora/SOURCES.md
assets/flora/flora_wildwheat_stages.png	123437	63fbb77a22dad8cafc5c38d1ed156604b27bc272e5f7a4a70e5702b57b3c7695	1024x256:RGBA	assets/flora/SOURCES.md
assets/flora/wild_brambleberry_mature.png	106735	053c172d8e92a8979eb6fa98e297098c80d6eb7a15c11ba0a7b1ddc1c379825e	256x256:RGBA	assets/flora/SOURCES.md
assets/flora/wild_cotton_mature.png	72626	e1d0a1ed5ddbb1fb4daaa33998a759e76743971b69c45567c87cc4b1df3dc02a	256x256:RGBA	assets/flora/SOURCES.md
assets/flora/wild_starflower_mature.png	68783	4799f59764d5ccfd56f7d6de9a3f0fe7322b840d3f13c7f81bab92810523e896	256x256:RGBA	assets/flora/SOURCES.md
assets/flora/wild_sunpear_mature.png	87200	052300b54e574d7e10d3cac6ce091ad98cb63173a9b0dd436c7e187c225cb240	256x256:RGBA	assets/flora/SOURCES.md
assets/flora/wild_wildwheat_mature.png	64822	c1f935419cdbbf137166a5018cc122e251ebf039071a135df68d82e9fa12a4c5	256x256:RGBA	assets/flora/SOURCES.md
assets/fonts/NotoSansCJKsc-ProtoIsometric.otf	489712	2bb64cf8e054fdb55b06521b765accae2848e1d85da5f91e120efabac4de64e9	-	assets/fonts/SOURCES.md
assets/livestock/livestock_coilhen_spritesheet.png	670421	da5ca79574af5e03de450621470db96f98d5094f4c4d3b073c60baba26393833	1024x512:RGBA	assets/livestock/SOURCES.md
assets/livestock/livestock_mossback_spritesheet.png	765806	7059da076303aa529657ffeb606167d266c00765890cc77c09ce2bb54c651321	1024x512:RGBA	assets/livestock/SOURCES.md
assets/livestock/livestock_rustsnout_spritesheet.png	514849	9512f2dc0591e56f3208aeac90938b9553c3e15e7e950c7f70f6a0542b20b48a	1024x512:RGBA	assets/livestock/SOURCES.md
assets/outposts/ancient_palace.png	215501	baf51fac03aea071bb0a37b7884f655391e08582c9d5b750e822ccf02ea1ad8c	384x384:RGBA	assets/outposts/SOURCES.md
assets/outposts/ancient_ruin.png	214062	fab183c89a6615ddb69fb177144a5c900cac208147ead112a407c6bb2df53124	384x384:RGBA	assets/outposts/SOURCES.md
assets/outposts/ancient_safehouse.png	201466	df9ad9610cbacd83779676ac3f4406e46732baef7a85bc3c8828665d7e768a3c	384x384:RGBA	assets/outposts/SOURCES.md
assets/outposts/ancient_temple.png	210248	fd7591f133fe084ab5bd4db2506099569f52e977887fca2147e759dce4c4fc7e	384x384:RGBA	assets/outposts/SOURCES.md
assets/outposts/ancient_ziggurat.png	213123	c6c0b3ab21a58de41ebfbd0828b2947a498a94004a6ba4d63b9a3b7273bb2226	384x384:RGBA	assets/outposts/SOURCES.md
assets/props/farm_shipping_bin.png	83333	43f61d97437d44e799e3e296f2de542ad206129d4b91fbadf762db8840682dd6	256x256:RGBA	assets/props/SOURCES.md
assets/props/home_storage_crate.png	96466	76e2a9514d76d5db5e3fea414e7aad46738d321abab819233bf1736193d9c91e	256x256:RGBA	assets/props/SOURCES.md
assets/props/machine_furnace.png	96327	e82fa0b643a7b7307a614401049524eb7ba6a22ab13e6db7bf8855e2f88cb9ba	256x256:RGBA	assets/props/SOURCES.md
assets/props/machine_irrigation_pump.png	101009	1c863bbd6af47a95abf09d313cf36f941f4b415e56aad80c4470b430a0db2c89	256x256:RGBA	assets/props/SOURCES.md
assets/props/tool_upgrade_bench.png	105587	68b58479f7aa21072dba05db292ee88bd5ebd35647b0d5f1030c1bc112e02031	256x256:RGBA	assets/props/SOURCES.md
assets/residents/resident_lyra.png	46364	da455cbfa3293cbedbfcdea86721ba602fa8f81a24d986fec33fc2910cc6d6a2	256x256:RGBA	assets/residents/SOURCES.md
assets/residents/resident_mira.png	44881	e88bd42c0193db0eff78c04968888ef54a37494cdbc0f9de9d779102496aa82a	256x256:RGBA	assets/residents/SOURCES.md
assets/residents/resident_rook.png	56253	c2e16f2aa83c4b61df13406c7c9653da7ff76beab9fa6db229dbae1b6d8087f0	256x256:RGBA	assets/residents/SOURCES.md
assets/settlement/construction/building_coppice_station.png	367877	97443d4a6ed8b5d8af8f75210db550fcf2c44ae1ade1b6a2bf8b7f95c1ef24d6	512x512:RGBA	assets/settlement/construction/SOURCES.md
assets/settlement/construction/building_fabricator_annex.png	381196	0f6e73482c4bb056ed954aeb1337a6785a912c75824797782302e12d299cd1fc	512x512:RGBA	assets/settlement/construction/SOURCES.md
assets/settlement/construction/building_field_warehouse.png	318136	7657421b096c3797a164e9bc837912b3385c9acc0758755e9c01db14936e9608	512x512:RGBA	assets/settlement/construction/SOURCES.md
assets/settlement/construction/building_fishing_platform.png	324167	20f4486d66ae9917cddd4cc22327c33506411d5e73dc06dbc32e66b653c75688	512x512:RGBA	assets/settlement/construction/SOURCES.md
assets/settlement/construction/building_salvage_camp.png	390140	0e20a7eb8cf91290d9b2c359200f504c103c9d15223e3eaef99851e9fedc3f6d	512x512:RGBA	assets/settlement/construction/SOURCES.md
assets/settlement/construction/building_shelter_pod.png	383938	df2cb524d7f898aa3d94c92ee66ae00b3f949d977feee2cef3b46b32bc93a839	512x512:RGBA	assets/settlement/construction/SOURCES.md
assets/settlement/construction/building_survey_drill.png	210120	52aadbd397ab35e26c6de26bf5f5f30008847806071f2becc4b74af81a94beaa	512x512:RGBA	assets/settlement/construction/SOURCES.md
assets/settlement/construction/construction_scaffold_large.png	377219	72f340a571e62bc3cbff3184c4ab3573864e0ad07cc176796425f3864a73d54b	512x512:RGBA	assets/settlement/construction/SOURCES.md
assets/settlement/construction/construction_scaffold_small.png	390948	2e6a74c6aca1da56e8cd7bad88418d4b79572d2c2fcf11b3d62fcccf25fff9da	512x512:RGBA	assets/settlement/construction/SOURCES.md
assets/settlement/construction/icon_build_blueprint.png	24788	2fff0f27a2f923ccdec50e090858c52ed171f99455e3ad8a727b09205ffe5be1	128x128:RGBA	assets/settlement/construction/SOURCES.md
assets/settlement/construction/icon_rotate_building.png	26616	3404cbc0315d4bc51e13082f248e310eec619940314508ce015a8d32d1d93cd4	128x128:RGBA	assets/settlement/construction/SOURCES.md
assets/settlement/deposits/deposit_biomass_patch_states.png	232305	a3540c66665aaab69861dccd318a8547b46e71a89ff91b6d7ebde38da2ca2627	768x256:RGBA	assets/settlement/deposits/SOURCES.md
assets/settlement/deposits/deposit_mineral_seam_states.png	210534	918b14961a5d1e45af6fbacc7e69657a069243cab75c7a40840768625dc91f21	768x256:RGBA	assets/settlement/deposits/SOURCES.md
assets/settlement/deposits/deposit_salvage_cluster_states.png	204390	d2bb436ce20ea8ae78f06925a8923cf94c25700310958a72cd3e331c90fa3d52	768x256:RGBA	assets/settlement/deposits/SOURCES.md
assets/settlement/orchard/tree_cinderapple_stages.png	272957	cc06ca0645c3cf6578edc70ab277a26b9d86a2e6a78789f0acec08b4cadc4718	1024x320:RGBA	assets/settlement/P10_SOURCES.md
assets/settlement/orchard/tree_ironbark_stages.png	238180	381f91f1a2d93b4250df0b56cd7b602fc1049132f0383ffc70359a46b5ef44bb	1024x320:RGBA	assets/settlement/P10_SOURCES.md
assets/settlement/settlers/portraits/settler_amara_voss.png	176209	d2bafbcad06c7b0f8a09122cea5e9df43c0f61d0b5b41880fe14258fadd6e7e6	320x400:RGBA	assets/settlement/settlers/SOURCES.md
assets/settlement/settlers/portraits/settler_elena_moroz.png	184863	370dcfd69009fbb02241a456554cfb9a553783fa63af101ff9f27c5860b994f3	320x400:RGBA	assets/settlement/settlers/SOURCES.md
